Ref,Rank,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format
lrTeamsODIs2024_055,55,t007,AustriaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,33,57.54,2024,February,ODIs
lrTeamsODIs2024_056,56,t008,RomaniaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,13,56.96,2024,February,ODIs
lrTeamsODIs2024_057,57,t001,LuxembourgODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,11,56.39,2024,February,ODIs
lrTeamsODIs2024_058,58,t002,TurkeyODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,27,55.83,2024,February,ODIs
lrTeamsODIs2024_059,59,t003,Czech RepublicODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,42,55.27,2024,February,ODIs
lrTeamsODIs2024_060,60,t004,ArgentinaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,38,54.72,2024,February,ODIs
lrTeamsODIs2024_061,61,t005,BrazilODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,45,54.17,2024,February,ODIs
lrTeamsODIs2024_062,62,t006,ChileODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,40,53.63,2024,February,ODIs
lrTeamsODIs2024_063,63,t007,PeruODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,18,53.09,2024,February,ODIs
lrTeamsODIs2024_064,64,t008,BulgariaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,29,52.56,2024,February,ODIs
lrTeamsODIs2024_065,65,t001,SerbiaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,22,52.03,2024,February,ODIs
lrTeamsODIs2024_066,66,t002,GreeceODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,21,51.51,2024,February,ODIs
lrTeamsODIs2024_067,67,t003,PortugalODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,42,51.00,2024,February,ODIs
lrTeamsODIs2024_068,68,t004,GibraltarODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,42,50.49,2024,February,ODIs
lrTeamsODIs2024_069,69,t005,MalawiODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,32,49.98,2024,February,ODIs
lrTeamsODIs2024_070,70,t006,MozambiqueODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,40,49.48,2024,February,ODIs
lrTeamsODIs2024_071,71,t007,BhutanODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,49,48.99,2024,February,ODIs
lrTeamsODIs2024_072,72,t008,Isle of ManODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,21,48.50,2024,February,ODIs
lrTeamsODIs2024_073,73,t001,FranceODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,32,48.01,2024,February,ODIs
lrTeamsODIs2024_074,74,t002,SwedenODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,49,47.53,2024,February,ODIs
lrTeamsODIs2024_075,75,t003,RwandaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,23,47.06,2024,February,ODIs
lrTeamsODIs2024_076,76,t004,HungaryODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,14,46.59,2024,February,ODIs
lrTeamsODIs2024_077,77,t005,CyprusODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,24,46.12,2024,February,ODIs
lrTeamsODIs2024_078,78,t006,EstoniaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,13,45.66,2024,February,ODIs
lrTeamsODIs2024_079,79,t007,LesothoODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,20,45.20,2024,February,ODIs
lrTeamsODIs2024_080,80,t008,SeychellesODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,47,44.75,2024,February,ODIs
lrTeamsODIs2024_081,81,t001,Sierra LeoneODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,24,44.30,2024,February,ODIs
lrTeamsODIs2024_082,82,t002,SwitzerlandODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,30,43.86,2024,February,ODIs
lrTeamsODIs2024_083,83,t003,CameroonODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,33,43.42,2024,February,ODIs
lrTeamsODIs2024_084,84,t004,BahamasODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,32,42.99,2024,February,ODIs
lrTeamsODIs2024_085,85,t005,IsraelODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,15,42.56,2024,February,ODIs
lrTeamsODIs2024_086,86,t006,CroatiaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,12,42.13,2024,February,ODIs
lrTeamsODIs2024_087,87,t007,SloveniaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,26,41.71,2024,February,ODIs
lrTeamsODIs2024_088,88,t008,FijiODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,19,41.29,2024,February,ODIs
lrTeamsODIs2024_089,89,t001,Cook IslandsODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,46,40.88,2024,February,ODIs
lrTeamsODIs2024_090,90,t002,IndonesiaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,26,40.47,2024,February,ODIs
lrTeamsODIs2024_091,91,t003,JapanODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,25,40.07,2024,February,ODIs
lrTeamsODIs2024_092,92,t004,MaliODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,11,39.67,2024,February,ODIs
lrTeamsODIs2024_093,93,t005,GambiaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,14,39.27,2024,February,ODIs
lrTeamsODIs2024_094,94,t006,CambodiaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,36,38.88,2024,February,ODIs
lrTeamsODIs2024_095,95,t007,MyanmarODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,33,38.49,2024,February,ODIs
lrTeamsODIs2024_096,96,t008,MongoliaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,35,38.10,2024,February,ODIs
lrTeamsODIs2024_097,97,t009,MaliODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,44,37.72,2024,February,ODIs
lrTeamsODIs2024_098,98,t010,GambiaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,26,37.35,2024,February,ODIs
lrTeamsODIs2024_099,99,t011,CambodiaODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,47,36.97,2024,February,ODIs
lrTeamsODIs2024_100,100,t012,MaliODIslr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,13,36.60,2024,February,ODIs
