Ref,Rank,Player_ref,Player,Player Image Link,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format,Category
annual_awardsT20IsBatsmen2023_047,47,p00047,firstname lastname aaT20Is Batsmen47,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,t007,Norway,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,26,62.35,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_048,48,p00048,firstname lastname aaT20Is Batsmen48,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,t008,Denmark,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,22,61.73,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_049,49,p00049,firstname lastname aaT20Is Batsmen49,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,t001,Malaysia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,30,61.11,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_050,50,p00050,firstname lastname aaT20Is Batsmen50,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,t002,Thailand,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,15,60.50,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_051,51,p00051,firstname lastname aaT20Is Batsmen51,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,t003,Samoa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,22,59.90,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_052,52,p00052,firstname lastname aaT20Is Batsmen52,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,t004,Finland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,24,59.30,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_053,53,p00053,firstname lastname aaT20Is Batsmen53,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,t005,Singapore,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,20,58.70,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_054,54,p00054,firstname lastname aaT20Is Batsmen54,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,t006,Cayman Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,48,58.12,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_055,55,p00055,firstname lastname aaT20Is Batsmen55,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,t007,Austria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,21,57.54,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_056,56,p00056,firstname lastname aaT20Is Batsmen56,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,t008,Romania,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,45,56.96,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_057,57,p00057,firstname lastname aaT20Is Batsmen57,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,t001,Luxembourg,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,14,56.39,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_058,58,p00058,firstname lastname aaT20Is Batsmen58,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,t002,Turkey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,31,55.83,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_059,59,p00059,firstname lastname aaT20Is Batsmen59,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,t003,Czech Republic,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,46,55.27,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_060,60,p00060,firstname lastname aaT20Is Batsmen60,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,t004,Argentina,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,44,54.72,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_061,61,p00061,firstname lastname aaT20Is Batsmen61,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,t005,Brazil,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,44,54.17,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_062,62,p00062,firstname lastname aaT20Is Batsmen62,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,t006,Chile,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,15,53.63,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_063,63,p00063,firstname lastname aaT20Is Batsmen63,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,t007,Peru,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,26,53.09,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_064,64,p00064,firstname lastname aaT20Is Batsmen64,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,t008,Bulgaria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,29,52.56,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_065,65,p00065,firstname lastname aaT20Is Batsmen65,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,t001,Serbia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,21,52.03,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_066,66,p00066,firstname lastname aaT20Is Batsmen66,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,t002,Greece,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,21,51.51,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_067,67,p00067,firstname lastname aaT20Is Batsmen67,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,t003,Portugal,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,48,51.00,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_068,68,p00068,firstname lastname aaT20Is Batsmen68,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,t004,Gibraltar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,46,50.49,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_069,69,p00069,firstname lastname aaT20Is Batsmen69,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,t005,Malawi,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,10,49.98,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_070,70,p00070,firstname lastname aaT20Is Batsmen70,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,t006,Mozambique,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,28,49.48,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_071,71,p00071,firstname lastname aaT20Is Batsmen71,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,t007,Bhutan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,33,48.99,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_072,72,p00072,firstname lastname aaT20Is Batsmen72,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,t008,Isle of Man,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,49,48.50,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_073,73,p00073,firstname lastname aaT20Is Batsmen73,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,t001,France,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,32,48.01,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_074,74,p00074,firstname lastname aaT20Is Batsmen74,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,t002,Sweden,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,18,47.53,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_075,75,p00075,firstname lastname aaT20Is Batsmen75,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,t003,Rwanda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,36,47.06,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_076,76,p00076,firstname lastname aaT20Is Batsmen76,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,t004,Hungary,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,33,46.59,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_077,77,p00077,firstname lastname aaT20Is Batsmen77,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,t005,Cyprus,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,14,46.12,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_078,78,p00078,firstname lastname aaT20Is Batsmen78,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,t006,Estonia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,46,45.66,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_079,79,p00079,firstname lastname aaT20Is Batsmen79,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,t007,Lesotho,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,31,45.20,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_080,80,p00080,firstname lastname aaT20Is Batsmen80,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,t008,Seychelles,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,39,44.75,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_081,81,p00081,firstname lastname aaT20Is Batsmen81,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,t001,Sierra Leone,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,33,44.30,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_082,82,p00082,firstname lastname aaT20Is Batsmen82,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,t002,Switzerland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,40,43.86,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_083,83,p00083,firstname lastname aaT20Is Batsmen83,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,t003,Cameroon,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,39,43.42,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_084,84,p00084,firstname lastname aaT20Is Batsmen84,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,t004,Bahamas,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,21,42.99,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_085,85,p00085,firstname lastname aaT20Is Batsmen85,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,t005,Israel,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,35,42.56,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_086,86,p00086,firstname lastname aaT20Is Batsmen86,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,t006,Croatia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,43,42.13,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_087,87,p00087,firstname lastname aaT20Is Batsmen87,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,t007,Slovenia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,18,41.71,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_088,88,p00088,firstname lastname aaT20Is Batsmen88,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,t008,Fiji,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,24,41.29,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_089,89,p00089,firstname lastname aaT20Is Batsmen89,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,t001,Cook Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,22,40.88,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_090,90,p00090,firstname lastname aaT20Is Batsmen90,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,t002,Indonesia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,21,40.47,2023,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2023_091,91,p00091,firstname lastname aaT20Is Batsmen91,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,t003,Japan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,13,40.07,2023,December,T20Is,Batsmen
