Ref,Rank,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format
hrTeamsT20Is2023_014,14,t006,KenyaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,49,86.87,2023,December,T20Is
hrTeamsT20Is2023_015,15,t007,ScotlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,30,86.01,2023,December,T20Is
hrTeamsT20Is2023_016,16,t008,NamibiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,19,85.15,2023,December,T20Is
hrTeamsT20Is2023_017,17,t001,Hong KongT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,27,84.29,2023,December,T20Is
hrTeamsT20Is2023_018,18,t002,United States of AmericaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,27,83.45,2023,December,T20Is
hrTeamsT20Is2023_019,19,t003,BermudaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,45,82.62,2023,December,T20Is
hrTeamsT20Is2023_020,20,t004,IrelandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,38,81.79,2023,December,T20Is
hrTeamsT20Is2023_021,21,t005,AfghanistanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,18,80.97,2023,December,T20Is
hrTeamsT20Is2023_022,22,t006,NepalT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,16,80.16,2023,December,T20Is
hrTeamsT20Is2023_023,23,t007,Papua New GuineaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,12,79.36,2023,December,T20Is
hrTeamsT20Is2023_024,24,t008,OmanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,12,78.57,2023,December,T20Is
hrTeamsT20Is2023_025,25,t001,BahrainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,38,77.78,2023,December,T20Is
hrTeamsT20Is2023_026,26,t002,KuwaitT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,36,77.00,2023,December,T20Is
hrTeamsT20Is2023_027,27,t003,MaldivesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,25,76.23,2023,December,T20Is
hrTeamsT20Is2023_028,28,t004,Saudi ArabiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,44,75.47,2023,December,T20Is
hrTeamsT20Is2023_029,29,t005,QatarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,18,74.72,2023,December,T20Is
hrTeamsT20Is2023_030,30,t006,PhilippinesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,15,73.97,2023,December,T20Is
hrTeamsT20Is2023_031,31,t007,VanuatuT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,39,73.23,2023,December,T20Is
hrTeamsT20Is2023_032,32,t008,MaltaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,49,72.50,2023,December,T20Is
hrTeamsT20Is2023_033,33,t001,SpainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,31,71.77,2023,December,T20Is
hrTeamsT20Is2023_034,34,t002,BelizeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,14,71.06,2023,December,T20Is
hrTeamsT20Is2023_035,35,t003,MexicoT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,23,70.34,2023,December,T20Is
hrTeamsT20Is2023_036,36,t004,Costa RicaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,18,69.64,2023,December,T20Is
hrTeamsT20Is2023_037,37,t005,PanamaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,35,68.94,2023,December,T20Is
hrTeamsT20Is2023_038,38,t006,BelgiumT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,25,68.26,2023,December,T20Is
hrTeamsT20Is2023_039,39,t007,GermanyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,28,67.57,2023,December,T20Is
hrTeamsT20Is2023_040,40,t008,NigeriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,26,66.90,2023,December,T20Is
hrTeamsT20Is2023_041,41,t001,BotswanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,25,66.23,2023,December,T20Is
hrTeamsT20Is2023_042,42,t002,GhanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,31,65.57,2023,December,T20Is
hrTeamsT20Is2023_043,43,t003,UgandaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,17,64.91,2023,December,T20Is
hrTeamsT20Is2023_044,44,t004,ItalyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,14,64.26,2023,December,T20Is
hrTeamsT20Is2023_045,45,t005,GuernseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,35,63.62,2023,December,T20Is
hrTeamsT20Is2023_046,46,t006,JerseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,26,62.98,2023,December,T20Is
hrTeamsT20Is2023_047,47,t007,NorwayT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,42,62.35,2023,December,T20Is
hrTeamsT20Is2023_048,48,t008,DenmarkT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,26,61.73,2023,December,T20Is
hrTeamsT20Is2023_049,49,t001,MalaysiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,48,61.11,2023,December,T20Is
hrTeamsT20Is2023_050,50,t002,ThailandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,20,60.50,2023,December,T20Is
hrTeamsT20Is2023_051,51,t003,SamoaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,41,59.90,2023,December,T20Is
hrTeamsT20Is2023_052,52,t004,FinlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,35,59.30,2023,December,T20Is
hrTeamsT20Is2023_053,53,t005,SingaporeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,30,58.70,2023,December,T20Is
hrTeamsT20Is2023_054,54,t006,Cayman IslandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,20,58.12,2023,December,T20Is
hrTeamsT20Is2023_055,55,t007,AustriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,47,57.54,2023,December,T20Is
hrTeamsT20Is2023_056,56,t008,RomaniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,18,56.96,2023,December,T20Is
hrTeamsT20Is2023_057,57,t001,LuxembourgT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,40,56.39,2023,December,T20Is
hrTeamsT20Is2023_058,58,t002,TurkeyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,11,55.83,2023,December,T20Is
hrTeamsT20Is2023_059,59,t003,Czech RepublicT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,23,55.27,2023,December,T20Is
hrTeamsT20Is2023_060,60,t004,ArgentinaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,40,54.72,2023,December,T20Is
hrTeamsT20Is2023_061,61,t005,BrazilT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,12,54.17,2023,December,T20Is
hrTeamsT20Is2023_062,62,t006,ChileT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,34,53.63,2023,December,T20Is
hrTeamsT20Is2023_063,63,t007,PeruT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,23,53.09,2023,December,T20Is
hrTeamsT20Is2023_064,64,t008,BulgariaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,37,52.56,2023,December,T20Is
hrTeamsT20Is2023_065,65,t001,SerbiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,17,52.03,2023,December,T20Is
hrTeamsT20Is2023_066,66,t002,GreeceT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,42,51.51,2023,December,T20Is
hrTeamsT20Is2023_067,67,t003,PortugalT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,10,51.00,2023,December,T20Is
hrTeamsT20Is2023_068,68,t004,GibraltarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,44,50.49,2023,December,T20Is
hrTeamsT20Is2023_069,69,t005,MalawiT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,36,49.98,2023,December,T20Is
hrTeamsT20Is2023_070,70,t006,MozambiqueT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,20,49.48,2023,December,T20Is
hrTeamsT20Is2023_071,71,t007,BhutanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,44,48.99,2023,December,T20Is
hrTeamsT20Is2023_072,72,t008,Isle of ManT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,19,48.50,2023,December,T20Is
hrTeamsT20Is2023_073,73,t001,FranceT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,14,48.01,2023,December,T20Is
hrTeamsT20Is2023_074,74,t002,SwedenT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,11,47.53,2023,December,T20Is
hrTeamsT20Is2023_075,75,t003,RwandaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,34,47.06,2023,December,T20Is
hrTeamsT20Is2023_076,76,t004,HungaryT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,18,46.59,2023,December,T20Is
hrTeamsT20Is2023_077,77,t005,CyprusT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,49,46.12,2023,December,T20Is
hrTeamsT20Is2023_078,78,t006,EstoniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,22,45.66,2023,December,T20Is
hrTeamsT20Is2023_079,79,t007,LesothoT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,44,45.20,2023,December,T20Is
hrTeamsT20Is2023_080,80,t008,SeychellesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,48,44.75,2023,December,T20Is
hrTeamsT20Is2023_081,81,t001,Sierra LeoneT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,20,44.30,2023,December,T20Is
hrTeamsT20Is2023_082,82,t002,SwitzerlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,28,43.86,2023,December,T20Is
hrTeamsT20Is2023_083,83,t003,CameroonT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,47,43.42,2023,December,T20Is
hrTeamsT20Is2023_084,84,t004,BahamasT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,47,42.99,2023,December,T20Is
hrTeamsT20Is2023_085,85,t005,IsraelT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,27,42.56,2023,December,T20Is
hrTeamsT20Is2023_086,86,t006,CroatiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,46,42.13,2023,December,T20Is
hrTeamsT20Is2023_087,87,t007,SloveniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,45,41.71,2023,December,T20Is
hrTeamsT20Is2023_088,88,t008,FijiT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,40,41.29,2023,December,T20Is
hrTeamsT20Is2023_089,89,t001,Cook IslandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,41,40.88,2023,December,T20Is
hrTeamsT20Is2023_090,90,t002,IndonesiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,47,40.47,2023,December,T20Is
hrTeamsT20Is2023_091,91,t003,JapanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,48,40.07,2023,December,T20Is
hrTeamsT20Is2023_092,92,t004,MaliT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,45,39.67,2023,December,T20Is
hrTeamsT20Is2023_093,93,t005,GambiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,42,39.27,2023,December,T20Is
hrTeamsT20Is2023_094,94,t006,CambodiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,43,38.88,2023,December,T20Is
hrTeamsT20Is2023_095,95,t007,MyanmarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,48,38.49,2023,December,T20Is
hrTeamsT20Is2023_096,96,t008,MongoliaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,34,38.10,2023,December,T20Is
hrTeamsT20Is2023_097,97,t009,MaliT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,35,37.72,2023,December,T20Is
hrTeamsT20Is2023_098,98,t010,GambiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,18,37.35,2023,December,T20Is
hrTeamsT20Is2023_099,99,t011,CambodiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,22,36.97,2023,December,T20Is
hrTeamsT20Is2023_100,100,t012,MaliT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,19,36.60,2023,December,T20Is
hrTeamsT20Is2022_001,1,t001,AustraliaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,25,98.51,2022,December,T20Is
hrTeamsT20Is2022_002,2,t002,EnglandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,41,97.52,2022,December,T20Is
hrTeamsT20Is2022_003,3,t003,South AfricaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,22,96.54,2022,December,T20Is
hrTeamsT20Is2022_004,4,t004,West IndiesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,24,95.58,2022,December,T20Is
hrTeamsT20Is2022_005,5,t005,New ZealandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,18,94.62,2022,December,T20Is
hrTeamsT20Is2022_006,6,t006,IndiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,46,93.68,2022,December,T20Is
hrTeamsT20Is2022_007,7,t007,PakistanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,37,92.74,2022,December,T20Is
hrTeamsT20Is2022_008,8,t008,Sri LankaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,49,91.81,2022,December,T20Is
hrTeamsT20Is2022_009,9,t001,CanadaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,18,90.89,2022,December,T20Is
hrTeamsT20Is2022_010,10,t002,ZimbabweT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,35,89.99,2022,December,T20Is
hrTeamsT20Is2022_011,11,t003,BangladeshT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,41,89.09,2022,December,T20Is
hrTeamsT20Is2022_012,12,t004,United Arab EmiratesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,44,88.20,2022,December,T20Is
hrTeamsT20Is2022_013,13,t005,NetherlandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,36,87.31,2022,December,T20Is
hrTeamsT20Is2022_014,14,t006,KenyaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,11,86.44,2022,December,T20Is
hrTeamsT20Is2022_015,15,t007,ScotlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,35,85.58,2022,December,T20Is
hrTeamsT20Is2022_016,16,t008,NamibiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,38,84.72,2022,December,T20Is
hrTeamsT20Is2022_017,17,t001,Hong KongT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,25,83.87,2022,December,T20Is
hrTeamsT20Is2022_018,18,t002,United States of AmericaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,23,83.03,2022,December,T20Is
hrTeamsT20Is2022_019,19,t003,BermudaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,45,82.20,2022,December,T20Is
hrTeamsT20Is2022_020,20,t004,IrelandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,47,81.38,2022,December,T20Is
hrTeamsT20Is2022_021,21,t005,AfghanistanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,46,80.57,2022,December,T20Is
hrTeamsT20Is2022_022,22,t006,NepalT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,16,79.76,2022,December,T20Is
hrTeamsT20Is2022_023,23,t007,Papua New GuineaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,47,78.96,2022,December,T20Is
hrTeamsT20Is2022_024,24,t008,OmanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,44,78.17,2022,December,T20Is
hrTeamsT20Is2022_025,25,t001,BahrainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,20,77.39,2022,December,T20Is
hrTeamsT20Is2022_026,26,t002,KuwaitT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,38,76.62,2022,December,T20Is
hrTeamsT20Is2022_027,27,t003,MaldivesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,31,75.85,2022,December,T20Is
hrTeamsT20Is2022_028,28,t004,Saudi ArabiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,43,75.09,2022,December,T20Is
hrTeamsT20Is2022_029,29,t005,QatarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,24,74.34,2022,December,T20Is
hrTeamsT20Is2022_030,30,t006,PhilippinesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,36,73.60,2022,December,T20Is
hrTeamsT20Is2022_031,31,t007,VanuatuT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,40,72.86,2022,December,T20Is
hrTeamsT20Is2022_032,32,t008,MaltaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,28,72.14,2022,December,T20Is
hrTeamsT20Is2022_033,33,t001,SpainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,24,71.41,2022,December,T20Is
hrTeamsT20Is2022_034,34,t002,BelizeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,47,70.70,2022,December,T20Is
hrTeamsT20Is2022_035,35,t003,MexicoT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,15,69.99,2022,December,T20Is
hrTeamsT20Is2022_036,36,t004,Costa RicaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,31,69.29,2022,December,T20Is
hrTeamsT20Is2022_037,37,t005,PanamaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,27,68.60,2022,December,T20Is
hrTeamsT20Is2022_038,38,t006,BelgiumT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,22,67.91,2022,December,T20Is
hrTeamsT20Is2022_039,39,t007,GermanyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,20,67.24,2022,December,T20Is
hrTeamsT20Is2022_040,40,t008,NigeriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,36,66.56,2022,December,T20Is
hrTeamsT20Is2022_041,41,t001,BotswanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,35,65.90,2022,December,T20Is
hrTeamsT20Is2022_042,42,t002,GhanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,39,65.24,2022,December,T20Is
hrTeamsT20Is2022_043,43,t003,UgandaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,17,64.59,2022,December,T20Is
hrTeamsT20Is2022_044,44,t004,ItalyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,10,63.94,2022,December,T20Is
hrTeamsT20Is2022_045,45,t005,GuernseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,15,63.30,2022,December,T20Is
hrTeamsT20Is2022_046,46,t006,JerseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,43,62.67,2022,December,T20Is
hrTeamsT20Is2022_047,47,t007,NorwayT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,40,62.04,2022,December,T20Is
hrTeamsT20Is2022_048,48,t008,DenmarkT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,13,61.42,2022,December,T20Is
hrTeamsT20Is2022_049,49,t001,MalaysiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,28,60.81,2022,December,T20Is
hrTeamsT20Is2022_050,50,t002,ThailandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,44,60.20,2022,December,T20Is
hrTeamsT20Is2022_051,51,t003,SamoaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,31,59.60,2022,December,T20Is
hrTeamsT20Is2022_052,52,t004,FinlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,26,59.00,2022,December,T20Is
hrTeamsT20Is2022_053,53,t005,SingaporeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,28,58.41,2022,December,T20Is
hrTeamsT20Is2022_054,54,t006,Cayman IslandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,32,57.83,2022,December,T20Is
hrTeamsT20Is2022_055,55,t007,AustriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,47,57.25,2022,December,T20Is
hrTeamsT20Is2022_056,56,t008,RomaniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,20,56.68,2022,December,T20Is
hrTeamsT20Is2022_057,57,t001,LuxembourgT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,46,56.11,2022,December,T20Is
hrTeamsT20Is2022_058,58,t002,TurkeyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,45,55.55,2022,December,T20Is
hrTeamsT20Is2022_059,59,t003,Czech RepublicT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,23,54.99,2022,December,T20Is
hrTeamsT20Is2022_060,60,t004,ArgentinaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,11,54.44,2022,December,T20Is
hrTeamsT20Is2022_061,61,t005,BrazilT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,18,53.90,2022,December,T20Is
hrTeamsT20Is2022_062,62,t006,ChileT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,16,53.36,2022,December,T20Is
