Ref,Rank,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format
aaTeamsODIs2023_019,19,t003,BermudaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,34,82.62,2023,December,ODIs
aaTeamsODIs2023_020,20,t004,IrelandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,45,81.79,2023,December,ODIs
aaTeamsODIs2023_021,21,t005,AfghanistanODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,46,80.97,2023,December,ODIs
aaTeamsODIs2023_022,22,t006,NepalODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,42,80.16,2023,December,ODIs
aaTeamsODIs2023_023,23,t007,Papua New GuineaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,22,79.36,2023,December,ODIs
aaTeamsODIs2023_024,24,t008,OmanODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,31,78.57,2023,December,ODIs
aaTeamsODIs2023_025,25,t001,BaaaainODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,21,77.78,2023,December,ODIs
aaTeamsODIs2023_026,26,t002,KuwaitODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,15,77.00,2023,December,ODIs
aaTeamsODIs2023_027,27,t003,MaldivesODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,39,76.23,2023,December,ODIs
aaTeamsODIs2023_028,28,t004,Saudi ArabiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,30,75.47,2023,December,ODIs
aaTeamsODIs2023_029,29,t005,QatarODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,12,74.72,2023,December,ODIs
aaTeamsODIs2023_030,30,t006,PhilippinesODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,29,73.97,2023,December,ODIs
aaTeamsODIs2023_031,31,t007,VanuatuODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,32,73.23,2023,December,ODIs
aaTeamsODIs2023_032,32,t008,MaltaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,47,72.50,2023,December,ODIs
aaTeamsODIs2023_033,33,t001,SpainODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,24,71.77,2023,December,ODIs
aaTeamsODIs2023_034,34,t002,BelizeODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,17,71.06,2023,December,ODIs
aaTeamsODIs2023_035,35,t003,MexicoODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,10,70.34,2023,December,ODIs
aaTeamsODIs2023_036,36,t004,Costa RicaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,33,69.64,2023,December,ODIs
aaTeamsODIs2023_037,37,t005,PanamaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,14,68.94,2023,December,ODIs
aaTeamsODIs2023_038,38,t006,BelgiumODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,32,68.26,2023,December,ODIs
aaTeamsODIs2023_039,39,t007,GermanyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,16,67.57,2023,December,ODIs
aaTeamsODIs2023_040,40,t008,NigeriaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,41,66.90,2023,December,ODIs
aaTeamsODIs2023_041,41,t001,BotswanaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,14,66.23,2023,December,ODIs
aaTeamsODIs2023_042,42,t002,GhanaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,22,65.57,2023,December,ODIs
aaTeamsODIs2023_043,43,t003,UgandaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,45,64.91,2023,December,ODIs
aaTeamsODIs2023_044,44,t004,ItalyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,17,64.26,2023,December,ODIs
aaTeamsODIs2023_045,45,t005,GuernseyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,50,63.62,2023,December,ODIs
aaTeamsODIs2023_046,46,t006,JerseyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,20,62.98,2023,December,ODIs
aaTeamsODIs2023_047,47,t007,NorwayODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,32,62.35,2023,December,ODIs
aaTeamsODIs2023_048,48,t008,DenmarkODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,48,61.73,2023,December,ODIs
aaTeamsODIs2023_049,49,t001,MalaysiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,34,61.11,2023,December,ODIs
aaTeamsODIs2023_050,50,t002,ThailandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,48,60.50,2023,December,ODIs
aaTeamsODIs2023_051,51,t003,SamoaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,27,59.90,2023,December,ODIs
aaTeamsODIs2023_052,52,t004,FinlandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,49,59.30,2023,December,ODIs
aaTeamsODIs2023_053,53,t005,SingaporeODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,25,58.70,2023,December,ODIs
aaTeamsODIs2023_054,54,t006,Cayman IslandsODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,15,58.12,2023,December,ODIs
aaTeamsODIs2023_055,55,t007,AustriaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,47,57.54,2023,December,ODIs
aaTeamsODIs2023_056,56,t008,RomaniaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,25,56.96,2023,December,ODIs
aaTeamsODIs2023_057,57,t001,LuxembourgODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,10,56.39,2023,December,ODIs
aaTeamsODIs2023_058,58,t002,TurkeyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,26,55.83,2023,December,ODIs
aaTeamsODIs2023_059,59,t003,Czech RepublicODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,45,55.27,2023,December,ODIs
aaTeamsODIs2023_060,60,t004,ArgentinaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,14,54.72,2023,December,ODIs
aaTeamsODIs2023_061,61,t005,BrazilODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,31,54.17,2023,December,ODIs
aaTeamsODIs2023_062,62,t006,ChileODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,24,53.63,2023,December,ODIs
aaTeamsODIs2023_063,63,t007,PeruODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,20,53.09,2023,December,ODIs
aaTeamsODIs2023_064,64,t008,BulgariaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,33,52.56,2023,December,ODIs
aaTeamsODIs2023_065,65,t001,SerbiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,28,52.03,2023,December,ODIs
aaTeamsODIs2023_066,66,t002,GreeceODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,50,51.51,2023,December,ODIs
aaTeamsODIs2023_067,67,t003,PortugalODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,41,51.00,2023,December,ODIs
aaTeamsODIs2023_068,68,t004,GibraltarODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,14,50.49,2023,December,ODIs
aaTeamsODIs2023_069,69,t005,MalawiODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,49,49.98,2023,December,ODIs
aaTeamsODIs2023_070,70,t006,MozambiqueODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,12,49.48,2023,December,ODIs
aaTeamsODIs2023_071,71,t007,BhutanODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,25,48.99,2023,December,ODIs
aaTeamsODIs2023_072,72,t008,Isle of ManODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,26,48.50,2023,December,ODIs
aaTeamsODIs2023_073,73,t001,FranceODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,25,48.01,2023,December,ODIs
aaTeamsODIs2023_074,74,t002,SwedenODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,27,47.53,2023,December,ODIs
aaTeamsODIs2023_075,75,t003,RwandaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,36,47.06,2023,December,ODIs
aaTeamsODIs2023_076,76,t004,HungaryODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,16,46.59,2023,December,ODIs
aaTeamsODIs2023_077,77,t005,CyprusODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,32,46.12,2023,December,ODIs
aaTeamsODIs2023_078,78,t006,EstoniaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,25,45.66,2023,December,ODIs
aaTeamsODIs2023_079,79,t007,LesothoODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,11,45.20,2023,December,ODIs
aaTeamsODIs2023_080,80,t008,SeychellesODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,21,44.75,2023,December,ODIs
aaTeamsODIs2023_081,81,t001,Sierra LeoneODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,46,44.30,2023,December,ODIs
aaTeamsODIs2023_082,82,t002,SwitzerlandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,44,43.86,2023,December,ODIs
aaTeamsODIs2023_083,83,t003,CameroonODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,46,43.42,2023,December,ODIs
aaTeamsODIs2023_084,84,t004,BahamasODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,25,42.99,2023,December,ODIs
aaTeamsODIs2023_085,85,t005,IsraelODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,27,42.56,2023,December,ODIs
aaTeamsODIs2023_086,86,t006,CroatiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,28,42.13,2023,December,ODIs
aaTeamsODIs2023_087,87,t007,SloveniaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,12,41.71,2023,December,ODIs
aaTeamsODIs2023_088,88,t008,FijiODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,24,41.29,2023,December,ODIs
aaTeamsODIs2023_089,89,t001,Cook IslandsODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,44,40.88,2023,December,ODIs
aaTeamsODIs2023_090,90,t002,IndonesiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,29,40.47,2023,December,ODIs
aaTeamsODIs2023_091,91,t003,JapanODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,49,40.07,2023,December,ODIs
aaTeamsODIs2023_092,92,t004,MaliODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,18,39.67,2023,December,ODIs
aaTeamsODIs2023_093,93,t005,GambiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,45,39.27,2023,December,ODIs
aaTeamsODIs2023_094,94,t006,CambodiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,34,38.88,2023,December,ODIs
aaTeamsODIs2023_095,95,t007,MyanmarODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,11,38.49,2023,December,ODIs
aaTeamsODIs2023_096,96,t008,MongoliaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,31,38.10,2023,December,ODIs
aaTeamsODIs2023_097,97,t009,MaliODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,14,37.72,2023,December,ODIs
aaTeamsODIs2023_098,98,t010,GambiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,28,37.35,2023,December,ODIs
aaTeamsODIs2023_099,99,t011,CambodiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,33,36.97,2023,December,ODIs
aaTeamsODIs2023_100,100,t012,MaliODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,36,36.60,2023,December,ODIs
aaTeamsODIs2022_001,1,t001,AustraliaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,31,98.51,2022,December,ODIs
aaTeamsODIs2022_002,2,t002,EnglandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,14,97.52,2022,December,ODIs
aaTeamsODIs2022_003,3,t003,South AfricaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,12,96.54,2022,December,ODIs
aaTeamsODIs2022_004,4,t004,West IndiesODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,25,95.58,2022,December,ODIs
aaTeamsODIs2022_005,5,t005,New ZealandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,37,94.62,2022,December,ODIs
aaTeamsODIs2022_006,6,t006,IndiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,40,93.68,2022,December,ODIs
aaTeamsODIs2022_007,7,t007,PakistanODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,41,92.74,2022,December,ODIs
aaTeamsODIs2022_008,8,t008,Sri LankaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,42,91.81,2022,December,ODIs
aaTeamsODIs2022_009,9,t001,CanadaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,14,90.89,2022,December,ODIs
aaTeamsODIs2022_010,10,t002,ZimbabweODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,28,89.99,2022,December,ODIs
aaTeamsODIs2022_011,11,t003,BangladeshODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,17,89.09,2022,December,ODIs
aaTeamsODIs2022_012,12,t004,United Arab EmiratesODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,18,88.20,2022,December,ODIs
aaTeamsODIs2022_013,13,t005,NetherlandsODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,45,87.31,2022,December,ODIs
aaTeamsODIs2022_014,14,t006,KenyaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,26,86.44,2022,December,ODIs
aaTeamsODIs2022_015,15,t007,ScotlandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,24,85.58,2022,December,ODIs
aaTeamsODIs2022_016,16,t008,NamibiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,22,84.72,2022,December,ODIs
aaTeamsODIs2022_017,17,t001,Hong KongODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,43,83.87,2022,December,ODIs
aaTeamsODIs2022_018,18,t002,United States of AmericaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,25,83.03,2022,December,ODIs
aaTeamsODIs2022_019,19,t003,BermudaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,20,82.20,2022,December,ODIs
aaTeamsODIs2022_020,20,t004,IrelandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,43,81.38,2022,December,ODIs
aaTeamsODIs2022_021,21,t005,AfghanistanODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,27,80.57,2022,December,ODIs
aaTeamsODIs2022_022,22,t006,NepalODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,35,79.76,2022,December,ODIs
aaTeamsODIs2022_023,23,t007,Papua New GuineaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,16,78.96,2022,December,ODIs
aaTeamsODIs2022_024,24,t008,OmanODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,11,78.17,2022,December,ODIs
aaTeamsODIs2022_025,25,t001,BaaaainODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,27,77.39,2022,December,ODIs
aaTeamsODIs2022_026,26,t002,KuwaitODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,15,76.62,2022,December,ODIs
aaTeamsODIs2022_027,27,t003,MaldivesODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,30,75.85,2022,December,ODIs
aaTeamsODIs2022_028,28,t004,Saudi ArabiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,10,75.09,2022,December,ODIs
aaTeamsODIs2022_029,29,t005,QatarODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,38,74.34,2022,December,ODIs
aaTeamsODIs2022_030,30,t006,PhilippinesODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,37,73.60,2022,December,ODIs
aaTeamsODIs2022_031,31,t007,VanuatuODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,47,72.86,2022,December,ODIs
aaTeamsODIs2022_032,32,t008,MaltaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,43,72.14,2022,December,ODIs
aaTeamsODIs2022_033,33,t001,SpainODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,23,71.41,2022,December,ODIs
aaTeamsODIs2022_034,34,t002,BelizeODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,43,70.70,2022,December,ODIs
aaTeamsODIs2022_035,35,t003,MexicoODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,13,69.99,2022,December,ODIs
aaTeamsODIs2022_036,36,t004,Costa RicaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,36,69.29,2022,December,ODIs
aaTeamsODIs2022_037,37,t005,PanamaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,25,68.60,2022,December,ODIs
aaTeamsODIs2022_038,38,t006,BelgiumODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,16,67.91,2022,December,ODIs
aaTeamsODIs2022_039,39,t007,GermanyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,15,67.24,2022,December,ODIs
aaTeamsODIs2022_040,40,t008,NigeriaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,15,66.56,2022,December,ODIs
aaTeamsODIs2022_041,41,t001,BotswanaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,48,65.90,2022,December,ODIs
aaTeamsODIs2022_042,42,t002,GhanaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,28,65.24,2022,December,ODIs
aaTeamsODIs2022_043,43,t003,UgandaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,30,64.59,2022,December,ODIs
aaTeamsODIs2022_044,44,t004,ItalyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,16,63.94,2022,December,ODIs
aaTeamsODIs2022_045,45,t005,GuernseyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,35,63.30,2022,December,ODIs
aaTeamsODIs2022_046,46,t006,JerseyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,26,62.67,2022,December,ODIs
aaTeamsODIs2022_047,47,t007,NorwayODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,28,62.04,2022,December,ODIs
aaTeamsODIs2022_048,48,t008,DenmarkODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,40,61.42,2022,December,ODIs
aaTeamsODIs2022_049,49,t001,MalaysiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,47,60.81,2022,December,ODIs
aaTeamsODIs2022_050,50,t002,ThailandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,18,60.20,2022,December,ODIs
aaTeamsODIs2022_051,51,t003,SamoaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,25,59.60,2022,December,ODIs
aaTeamsODIs2022_052,52,t004,FinlandODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,28,59.00,2022,December,ODIs
aaTeamsODIs2022_053,53,t005,SingaporeODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,35,58.41,2022,December,ODIs
aaTeamsODIs2022_054,54,t006,Cayman IslandsODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,33,57.83,2022,December,ODIs
aaTeamsODIs2022_055,55,t007,AustriaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,41,57.25,2022,December,ODIs
aaTeamsODIs2022_056,56,t008,RomaniaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,12,56.68,2022,December,ODIs
aaTeamsODIs2022_057,57,t001,LuxembourgODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,18,56.11,2022,December,ODIs
aaTeamsODIs2022_058,58,t002,TurkeyODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,31,55.55,2022,December,ODIs
aaTeamsODIs2022_059,59,t003,Czech RepublicODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,11,54.99,2022,December,ODIs
aaTeamsODIs2022_060,60,t004,ArgentinaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,48,54.44,2022,December,ODIs
aaTeamsODIs2022_061,61,t005,BrazilODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,45,53.90,2022,December,ODIs
aaTeamsODIs2022_062,62,t006,ChileODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,49,53.36,2022,December,ODIs
aaTeamsODIs2022_063,63,t007,PeruODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,21,52.83,2022,December,ODIs
aaTeamsODIs2022_064,64,t008,BulgariaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,25,52.30,2022,December,ODIs
aaTeamsODIs2022_065,65,t001,SerbiaODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,47,51.77,2022,December,ODIs
aaTeamsODIs2022_066,66,t002,GreeceODIsaa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,30,51.26,2022,December,ODIs
