Ref,Rank,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format
lrTeamsT20Is2024_045,45,t005,GuernseyT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,36, 63.62 ,2024,February,T20Is
lrTeamsT20Is2024_046,46,t006,JerseyT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,21, 62.98 ,2024,February,T20Is
lrTeamsT20Is2024_047,47,t007,NorwayT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,33, 62.35 ,2024,February,T20Is
lrTeamsT20Is2024_048,48,t008,DenmarkT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,18, 61.73 ,2024,February,T20Is
lrTeamsT20Is2024_049,49,t001,MalaysiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,12, 61.11 ,2024,February,T20Is
lrTeamsT20Is2024_050,50,t002,ThailandT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,28, 60.50 ,2024,February,T20Is
lrTeamsT20Is2024_051,51,t003,SamoaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,17, 59.90 ,2024,February,T20Is
lrTeamsT20Is2024_052,52,t004,FinlandT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,24, 59.30 ,2024,February,T20Is
lrTeamsT20Is2024_053,53,t005,SingaporeT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,40, 58.70 ,2024,February,T20Is
lrTeamsT20Is2024_054,54,t006,Cayman IslandsT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,35, 58.12 ,2024,February,T20Is
lrTeamsT20Is2024_055,55,t007,AustriaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,46, 57.54 ,2024,February,T20Is
lrTeamsT20Is2024_056,56,t008,RomaniaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,17, 56.96 ,2024,February,T20Is
lrTeamsT20Is2024_057,57,t001,LuxembourgT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,43, 56.39 ,2024,February,T20Is
lrTeamsT20Is2024_058,58,t002,TurkeyT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,16, 55.83 ,2024,February,T20Is
lrTeamsT20Is2024_059,59,t003,Czech RepublicT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,15, 55.27 ,2024,February,T20Is
lrTeamsT20Is2024_060,60,t004,ArgentinaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,42, 54.72 ,2024,February,T20Is
lrTeamsT20Is2024_061,61,t005,BrazilT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,12, 54.17 ,2024,February,T20Is
lrTeamsT20Is2024_062,62,t006,ChileT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,14, 53.63 ,2024,February,T20Is
lrTeamsT20Is2024_063,63,t007,PeruT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,40, 53.09 ,2024,February,T20Is
lrTeamsT20Is2024_064,64,t008,BulgariaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,10, 52.56 ,2024,February,T20Is
lrTeamsT20Is2024_065,65,t001,SerbiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,37, 52.03 ,2024,February,T20Is
lrTeamsT20Is2024_066,66,t002,GreeceT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,28, 51.51 ,2024,February,T20Is
lrTeamsT20Is2024_067,67,t003,PortugalT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,38, 51.00 ,2024,February,T20Is
lrTeamsT20Is2024_068,68,t004,GibraltarT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,49, 50.49 ,2024,February,T20Is
lrTeamsT20Is2024_069,69,t005,MalawiT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,33, 49.98 ,2024,February,T20Is
lrTeamsT20Is2024_070,70,t006,MozambiqueT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,34, 49.48 ,2024,February,T20Is
lrTeamsT20Is2024_071,71,t007,BhutanT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,38, 48.99 ,2024,February,T20Is
lrTeamsT20Is2024_072,72,t008,Isle of ManT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,30, 48.50 ,2024,February,T20Is
lrTeamsT20Is2024_073,73,t001,FranceT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,31, 48.01 ,2024,February,T20Is
lrTeamsT20Is2024_074,74,t002,SwedenT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,35, 47.53 ,2024,February,T20Is
lrTeamsT20Is2024_075,75,t003,RwandaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,31, 47.06 ,2024,February,T20Is
lrTeamsT20Is2024_076,76,t004,HungaryT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,43, 46.59 ,2024,February,T20Is
lrTeamsT20Is2024_077,77,t005,CyprusT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,29, 46.12 ,2024,February,T20Is
lrTeamsT20Is2024_078,78,t006,EstoniaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,18, 45.66 ,2024,February,T20Is
lrTeamsT20Is2024_079,79,t007,LesothoT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,21, 45.20 ,2024,February,T20Is
lrTeamsT20Is2024_080,80,t008,SeychellesT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,40, 44.75 ,2024,February,T20Is
lrTeamsT20Is2024_081,81,t001,Sierra LeoneT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,34, 44.30 ,2024,February,T20Is
lrTeamsT20Is2024_082,82,t002,SwitzerlandT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,30, 43.86 ,2024,February,T20Is
lrTeamsT20Is2024_083,83,t003,CameroonT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,41, 43.42 ,2024,February,T20Is
lrTeamsT20Is2024_084,84,t004,BahamasT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,12, 42.99 ,2024,February,T20Is
lrTeamsT20Is2024_085,85,t005,IsraelT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,35, 42.56 ,2024,February,T20Is
lrTeamsT20Is2024_086,86,t006,CroatiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,16, 42.13 ,2024,February,T20Is
lrTeamsT20Is2024_087,87,t007,SloveniaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,48, 41.71 ,2024,February,T20Is
lrTeamsT20Is2024_088,88,t008,FijiT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,28, 41.29 ,2024,February,T20Is
lrTeamsT20Is2024_089,89,t001,Cook IslandsT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,27, 40.88 ,2024,February,T20Is
lrTeamsT20Is2024_090,90,t002,IndonesiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,28, 40.47 ,2024,February,T20Is
lrTeamsT20Is2024_091,91,t003,JapanT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,25, 40.07 ,2024,February,T20Is
lrTeamsT20Is2024_092,92,t004,MaliT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,22, 39.67 ,2024,February,T20Is
lrTeamsT20Is2024_093,93,t005,GambiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,24, 39.27 ,2024,February,T20Is
lrTeamsT20Is2024_094,94,t006,CambodiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,30, 38.88 ,2024,February,T20Is
lrTeamsT20Is2024_095,95,t007,MyanmarT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,30, 38.49 ,2024,February,T20Is
lrTeamsT20Is2024_096,96,t008,MongoliaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,36, 38.10 ,2024,February,T20Is
lrTeamsT20Is2024_097,97,t009,MaliT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,35, 37.72 ,2024,February,T20Is
lrTeamsT20Is2024_098,98,t010,GambiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,23, 37.35 ,2024,February,T20Is
lrTeamsT20Is2024_099,99,t011,CambodiaT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,12, 36.97 ,2024,February,T20Is
lrTeamsT20Is2024_100,100,t012,MaliT20Islr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,40, 36.60 ,2024,February,T20Is
